run_id,dataset,method,seed,epoch,train_loss,val_loss,val_macro_f1,prototype_purity,mean_uncertainty,activation_consistency
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,2,1.57641,1.81474,64.872,0.742,0.98,0.8701
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,3,1.49497,1.66812,71.7686,0.7675,0.98,0.8496
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,4,1.39162,1.5164,87.4919,0.7703,0.3708,0.8522
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,5,1.29401,1.50643,70.8652,0.755,0.98,0.8545
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,6,1.23397,1.37946,76.9094,0.763,0.98,0.8729
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,7,1.15828,1.23237,90.6543,0.7215,0.3724,0.8329
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,8,1.08513,1.24996,74.7143,0.7618,0.98,0.8383
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,9,1.04424,1.13043,79.3772,0.7893,0.8564,0.876
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,10,1.00243,1.00918,92.2174,0.7572,0.2858,0.869
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,11,0.90203,1.02042,75.8359,0.746,0.98,0.8402
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,12,0.82644,0.94239,81.7948,0.7926,0.7609,0.8121
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,13,0.8308,0.81593,93.7995,0.8048,0.223,0.8948
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,14,0.76553,0.86775,79.8662,0.7476,0.9259,0.8525
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,15,0.70226,0.7843,83.0199,0.761,0.6918,0.8742
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,16,0.66802,0.69573,95.1193,0.8233,0.1556,0.8323
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,17,0.62699,0.70628,83.2669,0.8443,0.7188,0.8279
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,18,0.59151,0.65157,85.7985,0.8271,0.5775,0.901
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,19,0.51449,0.62506,93.6203,0.8112,0.2679,0.8538
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,20,0.50114,0.60419,72.907,0.7931,0.98,0.8345
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,21,0.47368,0.54734,79.7427,0.8017,0.7581,0.8418
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,22,0.46416,0.51038,94.9216,0.797,0.1824,0.8156
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,23,0.43195,0.53813,77.9627,0.772,0.9028,0.859
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,24,0.40807,0.48886,83.0625,0.812,0.6365,0.8433
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,25,0.36783,0.41275,96.2915,0.8191,0.1697,0.8611
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,26,0.34698,0.42332,79.6839,0.7709,0.9441,0.8331
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,27,0.32857,0.36786,85.8508,0.8266,0.6098,0.85
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,28,0.31106,0.32712,96.5799,0.827,0.0869,0.844
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,29,0.32166,0.38806,79.8689,0.8148,0.9174,0.8521
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,30,0.27888,0.36544,86.4812,0.8128,0.5031,0.8524
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,31,0.25565,0.26049,97.2929,0.862,0.0899,0.8593
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,32,0.25096,0.30112,82.2155,0.7893,0.7096,0.835
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,33,0.2251,0.3045,87.4147,0.8243,0.4704,0.8722
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,34,0.19882,0.23723,98.1344,0.8923,0.02,0.8581
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,35,0.181,0.25709,85.5505,0.8903,0.5886,0.8516
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,36,0.17152,0.24749,88.1341,0.8739,0.5089,0.8307
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,37,0.19179,0.20067,95.7313,0.7882,0.1438,0.8091
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,38,0.17339,0.24241,75.7794,0.8459,0.98,0.8257
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,39,0.14682,0.22427,82.0734,0.8027,0.7842,0.8264
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,40,0.13572,0.15941,97.3628,0.8405,0.153,0.8656
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,41,0.14735,0.20128,78.2043,0.7942,0.8817,0.8812
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,42,0.13914,0.17132,84.531,0.8492,0.6412,0.8496
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,43,0.14833,0.12613,97.7975,0.8885,0.0683,0.858
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,44,0.10433,0.16176,81.8029,0.8404,0.7359,0.8466
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,45,0.10425,0.15577,86.0733,0.8531,0.5762,0.8249
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,46,0.11442,0.10088,97.5103,0.8414,0.1584,0.8835
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,47,0.08817,0.12386,81.8527,0.8532,0.7218,0.8451
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,48,0.09461,0.1592,87.1941,0.8669,0.5309,0.8764
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,49,0.08054,0.09945,98.2953,0.8559,0.0622,0.841
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,50,0.08672,0.15421,83.9814,0.8019,0.6225,0.8549
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,51,0.08299,0.09547,87.7725,0.8926,0.5454,0.8583
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,52,0.07124,0.08614,98.9843,0.9064,0.0444,0.8266
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,53,0.05702,0.11081,86.5429,0.9059,0.5188,0.8845
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,54,0.07238,0.12026,88.9542,0.9374,0.4165,0.8675
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,55,0.06379,0.05277,96.2019,0.895,0.1183,0.8691
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,56,0.06854,0.14225,76.1564,0.8544,0.9704,0.8459
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,57,0.05515,0.10759,83.287,0.8547,0.7223,0.8648
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,58,0.08415,0.04779,97.1982,0.8842,0.1286,0.8279
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,59,0.03452,0.13994,80.3887,0.8493,0.8322,0.8444
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,60,0.03201,0.11423,85.4102,0.8678,0.5871,0.8675
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,1,1.71365,1.84095,85.576,0.7378,0.5928,0.8681
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,2,1.58492,1.79305,70.7973,0.7375,0.98,0.8683
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,3,1.49433,1.67374,76.468,0.7285,0.98,0.8684
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,4,1.41665,1.53625,88.2532,0.7563,0.5542,0.8333
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,5,1.31174,1.4698,72.5633,0.7523,0.98,0.8629
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,6,1.25357,1.37003,78.9533,0.7176,0.8827,0.8885
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,7,1.16781,1.23179,90.5671,0.7708,0.3313,0.8577
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,8,1.09335,1.22613,76.7665,0.7666,0.9503,0.8293
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,9,1.022,1.11897,81.5433,0.7574,0.8934,0.8605
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,10,0.97595,1.03198,92.7357,0.8282,0.3352,0.7963
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,11,0.89522,0.99756,81.2516,0.851,0.7189,0.8789
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,12,0.87161,0.93851,84.5627,0.8413,0.6031,0.8543
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,13,0.78263,0.87368,91.8765,0.7771,0.392,0.8378
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,14,0.73712,0.89632,71.8658,0.7917,0.98,0.8432
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,15,0.72137,0.80674,78.2281,0.7688,0.7629,0.8603
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,16,0.66192,0.68644,93.3243,0.7984,0.282,0.8266
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,17,0.64222,0.72938,75.2173,0.7763,0.9768,0.8464
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,18,0.59981,0.71625,81.9952,0.8143,0.7798,0.8527
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,19,0.53565,0.59311,95.1009,0.8198,0.1545,0.8455
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,20,0.50223,0.60472,79.8747,0.8054,0.9505,0.8228
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,21,0.47992,0.5509,84.2552,0.7866,0.7291,0.8684
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,22,0.45606,0.47616,95.4573,0.7712,0.2253,0.8434
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,23,0.43346,0.51381,78.3286,0.79,0.925,0.8471
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,24,0.39525,0.47388,85.609,0.8438,0.6173,0.8825
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,25,0.37513,0.382,96.5066,0.8019,0.1074,0.8603
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,26,0.353,0.43852,81.9213,0.7736,0.7017,0.847
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,27,0.34113,0.38383,84.9661,0.8219,0.6351,0.8841
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,28,0.33654,0.32642,97.3179,0.8282,0.0579,0.8651
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,29,0.29006,0.34791,85.2112,0.867,0.51,0.8575
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,30,0.29017,0.35617,88.2052,0.873,0.4188,0.8435
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,31,0.25249,0.27064,95.2014,0.8036,0.1502,0.8752
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,32,0.23713,0.32847,75.4968,0.7931,0.98,0.8397
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,33,0.22518,0.33651,81.6726,0.7877,0.674,0.8611
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,34,0.21927,0.18287,96.4169,0.8368,0.1122,0.8457
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,35,0.18909,0.24878,78.9034,0.8054,0.8523,0.8953
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,36,0.2115,0.25855,84.8005,0.8251,0.6262,0.8357
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,37,0.16502,0.1989,97.2921,0.8504,0.0928,0.8476
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,38,0.15431,0.24344,81.1313,0.8308,0.818,0.839
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,39,0.15802,0.19444,85.6633,0.8414,0.6415,0.8566
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,40,0.13156,0.17582,97.2014,0.7807,0.1024,0.8588
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,41,0.16044,0.20809,80.0909,0.845,0.8334,0.8197
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,42,0.13671,0.15452,87.2925,0.8758,0.5156,0.8695
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,43,0.12491,0.12425,97.8861,0.8291,0.02,0.8423
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,44,0.13961,0.16265,83.4434,0.8295,0.6733,0.8396
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,45,0.11787,0.15603,87.8279,0.8466,0.4598,0.8365
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,46,0.10043,0.07274,98.6309,0.8755,0.0721,0.8553
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,47,0.11883,0.15277,86.9008,0.8898,0.4671,0.8614
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,48,0.0982,0.13436,89.4241,0.9029,0.4974,0.8659
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,49,0.0706,0.10348,96.4091,0.8639,0.1181,0.8615
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,50,0.07352,0.1762,75.8362,0.8283,0.98,0.8482
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,51,0.08369,0.13228,82.326,0.8234,0.7442,0.8569
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,52,0.08864,0.07338,97.1355,0.8141,0.0952,0.8321
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,53,0.05077,0.13445,79.6134,0.8708,0.8079,0.8496
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,54,0.05387,0.08797,85.5702,0.885,0.6244,0.8274
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,55,0.07605,0.06794,97.9548,0.8782,0.0954,0.8404
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,56,0.05302,0.1218,81.4747,0.8511,0.697,0.807
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,57,0.04429,0.07828,86.3454,0.8242,0.5142,0.8594
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,58,0.04261,0.0401,97.773,0.8898,0.0956,0.8519
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,59,0.03136,0.0994,81.0436,0.8722,0.8294,0.8336
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,60,0.03591,0.12352,87.4941,0.8585,0.5395,0.8211
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,1,1.69701,1.84739,86.1665,0.7971,0.5888,0.865
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,2,1.58612,1.78704,71.8487,0.7368,0.98,0.8638
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,3,1.49111,1.66724,76.9315,0.7382,0.98,0.8595
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,4,1.41295,1.52879,89.1821,0.8235,0.4414,0.8386
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,5,1.29841,1.43392,77.8566,0.8358,0.9758,0.8464
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,6,1.24799,1.38933,80.9691,0.8523,0.7288,0.8571
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,7,1.19225,1.28585,88.9831,0.7737,0.4661,0.8622
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,8,1.11763,1.24591,69.7538,0.7489,0.98,0.8823
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,9,1.03981,1.16985,75.9949,0.7857,0.98,0.8403
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,10,0.96005,1.05609,91.4374,0.7509,0.3015,0.8219
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,11,0.88669,1.03533,73.5102,0.7624,0.98,0.8519
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,12,0.85805,0.9742,80.0826,0.7587,0.8322,0.8363
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,13,0.80146,0.86351,93.4053,0.7836,0.2703,0.8591
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,14,0.74687,0.88645,77.4347,0.7683,0.936,0.8335
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,15,0.70711,0.79034,82.826,0.7788,0.7159,0.8456
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,16,0.65769,0.69497,94.0874,0.7624,0.2093,0.873
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,17,0.64443,0.72269,79.0664,0.7749,0.9608,0.8753
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,18,0.55871,0.67805,84.3202,0.7855,0.6404,0.8234
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,19,0.55289,0.56018,95.0412,0.8124,0.2184,0.8634
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,20,0.52048,0.59979,81.4028,0.8031,0.7409,0.8601
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,21,0.47341,0.5493,85.0815,0.7685,0.6148,0.8749
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,22,0.44204,0.46718,96.5193,0.8264,0.1489,0.8558
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,23,0.42499,0.51054,84.1475,0.8756,0.6453,0.8721
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,24,0.3601,0.4476,88.0709,0.8304,0.4469,0.8209
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,25,0.39319,0.40841,95.307,0.7985,0.1828,0.8533
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,26,0.33885,0.47206,74.2276,0.7562,0.98,0.8695
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,27,0.32184,0.41541,80.5097,0.8342,0.9006,0.8318
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,28,0.29398,0.2954,95.9214,0.79,0.1889,0.8621
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,29,0.29178,0.38983,77.8605,0.8056,0.8936,0.8562
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,30,0.26232,0.33604,84.4663,0.8106,0.6278,0.868
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,31,0.27177,0.3057,97.1372,0.7972,0.1611,0.8468
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,32,0.24603,0.29415,81.2057,0.8307,0.7701,0.812
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,33,0.21978,0.29125,85.5217,0.8224,0.69,0.8578
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,34,0.20079,0.22685,96.9434,0.7885,0.1549,0.8294
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,35,0.20561,0.24629,80.8584,0.8554,0.8545,0.8266
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,36,0.20083,0.22962,87.1547,0.8503,0.661,0.8291
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,37,0.18893,0.19519,97.8381,0.7925,0.0867,0.87
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,38,0.17448,0.19246,83.7252,0.8263,0.6279,0.8205
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,39,0.15394,0.20967,87.2893,0.8337,0.4352,0.8602
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,40,0.11804,0.13664,98.0906,0.9115,0.0981,0.8552
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,41,0.15557,0.21859,86.4526,0.8648,0.5309,0.8873
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,42,0.11196,0.18883,88.9154,0.9267,0.4281,0.8364
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,43,0.13293,0.14912,96.2152,0.8546,0.1665,0.8608
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,44,0.09831,0.18777,75.5855,0.8125,0.98,0.8183
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,45,0.09253,0.18384,82.7521,0.8337,0.7027,0.8741
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,46,0.10486,0.09847,97.2419,0.8626,0.058,0.8293
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,47,0.10974,0.17996,79.3527,0.8722,0.8959,0.8758
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,48,0.08301,0.11701,84.5259,0.8332,0.6281,0.8685
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,49,0.09689,0.11294,98.0687,0.817,0.0548,0.8566
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,50,0.07765,0.14616,81.9002,0.846,0.7205,0.8391
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,51,0.07232,0.11784,86.6374,0.8733,0.5219,0.8534
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,52,0.06605,0.08952,97.7151,0.884,0.0762,0.841
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,53,0.06031,0.11408,80.855,0.8584,0.8101,0.8301
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,54,0.04857,0.08928,87.4413,0.8748,0.5417,0.825
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,55,0.05175,0.05303,98.4961,0.8775,0.0557,0.8382
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,56,0.04156,0.11224,84.38,0.8555,0.5692,0.8293
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,57,0.06612,0.09298,87.7323,0.8795,0.519,0.807
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,58,0.03195,0.03652,99.1551,0.9279,0.0414,0.8419
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,59,0.07385,0.09458,87.3977,0.9066,0.5238,0.8206
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,60,0.04192,0.05246,89.3904,0.9446,0.4969,0.844
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,1,1.68527,1.80904,84.251,0.7633,0.6369,0.8286
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,2,1.61094,1.78722,64.9053,0.7364,0.98,0.8582
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,3,1.4873,1.68944,71.8965,0.7521,0.98,0.8314
